Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
Canada,2017,Hyundai,"$30,091 ",3419.0,6.43,57787.0,PHEV,64612.0,no
France,2018,Ford,"$25,337 ",3012.0,8.83,95519.0,HEV,57867.0,No
China,2024,Tesla,"$14,332 ",2387.0,10.97,86272.0,BEV,2625.0,yes
Netherlands,2024,Volkswagen,"$34,657 ",1497.0,17.63,91310.0,PHEV,10108.0,YES
USA,2018,Hyundai,"$31,588 ",1897.0,26.98,127938.0,HEV,53923.0,yes
Germany,2020,BYD,"$31,325 ",4743.0,4.37,66116.0,BEV,76237.0,no
Canada,2016,Tesla,"$16,712 ",2356.0,16.51,68529.0,HEV,70574.0,no
USA,2018,Nissan,"$1,233 ",3793.0,26.67,46522.0,HEV,79345.0,No
USA,2021,BMW,"$5,460 ",3525.0,26.28,25160.0,HEV,44540.0,No
Germany,2022,Tesla,"$47,917 ",2177.0,14.33,108208.0,BEV,5231.0,no
UK,2023,Hyundai,"$41,536 ",2638.0,21.31,92261.0,HEV,2548.0,Yes
Canada,2021,BMW,"$25,261 ",4627.0,26.95,97842.0,PHEV,20876.0,Yes
Norway,2020,BMW,"$43,260 ",4642.0,24.84,78433.0,BEV,44612.0,yes
China,2018,Ford,"$16,460 ",4548.0,22.37,19599.0,PHEV,36446.0,YES
USA,2022,Nissan,"$37,062 ",2729.0,19.0,75432.0,PHEV,76954.0,No
France,2024,Tesla,"$45,483 ",4460.0,24.62,66824.0,HEV,7069.0,yes
India,2024,BYD,"$9,179 ",288.0,8.28,37733.0,PHEV,38667.0,yes
Germany,2019,Renault,"$39,504 ",2490.0,17.16,109526.0,PHEV,70080.0,YES
India,2021,Chevrolet,"$20,167 ",3520.0,22.72,76293.0,PHEV,78934.0,Yes
India,2024,Ford,"$23,868 ",1793.0,13.53,42436.0,HEV,73369.0,Yes
USA,2019,Hyundai,"$6,324 ",2323.0,13.28,27446.0,BEV,1583.0,yes
UK,2017,Chevrolet,"$10,825 ",1969.0,27.29,16951.0,HEV,4762.0,Yes
China,2021,BMW,"$3,286 ",1552.0,6.87,20703.0,BEV,62305.0,YES
Canada,2019,BMW,"$16,794 ",2809.0,13.83,90253.0,BEV,51209.0,no
Japan,2019,Chevrolet,"$7,438 ",4511.0,24.28,52359.0,BEV,5388.0,Yes
Canada,2020,BYD,"$23,075 ",3772.0,19.42,75582.0,PHEV,27875.0,yes
India,2016,Renault,"$14,292 ",3926.0,13.58,98545.0,BEV,72679.0,Yes
UK,2023,Volkswagen,"$37,001 ",2096.0,4.94,85729.0,BEV,68488.0,YES
Japan,2018,Chevrolet,"$36,978 ",2098.0,15.63,68744.0,HEV,45515.0,no
Norway,2019,Volkswagen,"$37,932 ",4076.0,2.12,67215.0,BEV,42112.0,yes
Norway,2018,Ford,"$42,188 ",2289.0,17.05,104099.0,BEV,13463.0,yes
Japan,2024,BYD,"$16,878 ",4354.0,27.18,108989.0,PHEV,22405.0,No
France,2021,Nissan,"$22,277 ",1312.0,15.03,38667.0,PHEV,46581.0,no
France,2024,Tesla,"$18,421 ",187.0,29.88,75404.0,HEV,4243.0,no
Canada,2024,Volkswagen,"$14,028 ",2763.0,14.05,95572.0,HEV,78400.0,no
Canada,2018,BMW,"$33,687 ",662.0,19.78,66119.0,HEV,16202.0,No
Canada,2015,Hyundai,"$13,601 ",877.0,3.52,25780.0,HEV,31793.0,yes
Japan,2023,Nissan,"$8,504 ",4742.0,21.02,96016.0,HEV,32856.0,yes
France,2015,Nissan,"$35,510 ",4633.0,29.59,107662.0,PHEV,33791.0,yes
Japan,2020,Volkswagen,"$8,368 ",3899.0,16.45,74741.0,HEV,45357.0,yes
UK,2015,Chevrolet,"$41,613 ",2911.0,14.1,127989.0,BEV,48940.0,No
USA,2022,Chevrolet,"$24,292 ",4276.0,27.74,77493.0,PHEV,22027.0,no
Germany,2018,Volkswagen,"$38,572 ",1935.0,23.21,54800.0,PHEV,36225.0,YES
india,2016,Nissan,"$7,382 ",1621.0,8.99,19111.0,HEV,13549.0,no
UK,2016,BMW,"$38,513 ",1637.0,26.79,104285.0,HEV,41378.0,No
China,2024,Tesla,"$38,308 ",722.0,23.48,77822.0,HEV,63782.0,yes
UK,2018,Chevrolet,"$37,037 ",4877.0,4.18,132803.0,HEV,76153.0,no
Japan,2023,Nissan,"$47,783 ",4282.0,20.9,133811.0,HEV,77699.0,No
Norway,2023,Ford,"$39,799 ",2411.0,8.53,101214.0,HEV,58328.0,Yes
Netherlands,2016,Nissan,"$48,932 ",1211.0,7.05,107582.0,PHEV,56813.0,YES
France,2016,Tesla,"$9,740 ",1593.0,24.57,40778.0,PHEV,14100.0,No
canada,2016,Volkswagen,"$43,294 ",961.0,29.83,131659.0,HEV,70894.0,YES
Canada,2024,Chevrolet,"$15,709 ",3151.0,11.09,109598.0,PHEV,78006.0,YES
Netherlands,2022,Renault,"$9,433 ",2624.0,3.81,54090.0,HEV,32858.0,no
Germany,2015,BMW,"$41,803 ",3491.0,9.23,50734.0,HEV,55694.0,yes
Japan,2015,Volkswagen,"$7,511 ",680.0,22.81,104791.0,BEV,19668.0,Yes
Germany,2018,BMW,"$13,248 ",109.0,11.17,46146.0,HEV,49561.0,YES
Canada,2024,Volkswagen,"$27,874 ",152.0,3.49,89294.0,PHEV,9911.0,No
France,2021,BMW,"$26,535 ",427.0,19.82,100031.0,PHEV,74080.0,no
USA,2023,Ford,"$6,802 ",3298.0,29.76,33446.0,BEV,29279.0,No
Japan,2020,Nissan,"$22,427 ",3830.0,3.02,75297.0,BEV,32701.0,No
India,2024,Tesla,"$8,190 ",1032.0,1.1,13416.0,BEV,67349.0,yes
Canada,2015,Kia,"$42,118 ",2437.0,13.71,140689.0,BEV,59527.0,no
UK,2017,BYD,"$23,565 ",2634.0,24.77,32114.0,BEV,52149.0,yes
Canada,2019,Ford,"$10,703 ",1258.0,11.1,107998.0,BEV,14457.0,no
UK,2017,Nissan,"$36,875 ",746.0,22.64,43969.0,HEV,78994.0,YES
India,2016,BMW,"$39,013 ",4826.0,9.56,46585.0,BEV,38068.0,yes
India,2018,Renault,"$9,581 ",2962.0,23.7,50959.0,HEV,52896.0,yes
India,2019,Kia,"$43,227 ",1142.0,25.86,126395.0,PHEV,9003.0,Yes
Germany,2021,BMW,"$26,971 ",239.0,20.07,47230.0,BEV,75048.0,No
Canada,2015,Chevrolet,"$40,562 ",37.0,6.78,121661.0,HEV,18024.0,Yes
France,2019,Hyundai,"$20,134 ",3757.0,27.52,47021.0,BEV,18802.0,No
Canada,2019,BMW,"$8,099 ",1468.0,9.06,39331.0,BEV,41080.0,YES
USA,2024,Nissan,"$40,610 ",2577.0,4.24,70795.0,BEV,1346.0,Yes
India,2016,BYD,"$49,768 ",2468.0,17.0,135770.0,HEV,2631.0,No
Germany,2023,BMW,"$2,499 ",2155.0,4.34,25981.0,BEV,36472.0,no
Japan,2016,Nissan,"$15,343 ",3157.0,23.12,35226.0,HEV,50838.0,No
Norway,2015,Renault,"$34,453 ",2474.0,2.3,82278.0,BEV,30566.0,Yes
India,2024,BMW,"$4,110 ",3280.0,26.78,59808.0,PHEV,28103.0,Yes
USA,2020,Nissan,"$17,007 ",535.0,10.82,28354.0,PHEV,7099.0,No
USA,2022,BMW,"$25,656 ",2003.0,3.08,71551.0,BEV,44760.0,no
Norway,2015,Kia,"$4,713 ",1862.0,26.25,50138.0,HEV,22376.0,Yes
China,2017,Ford,"$23,090 ",2453.0,17.21,26282.0,PHEV,22433.0,no
USA,2024,Nissan,"$37,342 ",2068.0,1.72,105515.0,PHEV,7251.0,no
China,2015,Kia,"$2,308 ",2099.0,9.84,98148.0,BEV,46040.0,yes
Japan,2015,Chevrolet,"$48,348 ",2686.0,10.34,80455.0,HEV,46631.0,yes
UK,2016,Tesla Inc,"$4,259 ",4079.0,25.98,75916.0,PHEV,30482.0,Yes
Canada,2018,Ford,"$32,972 ",818.0,16.36,34913.0,HEV,2321.0,no
Netherlands,2024,Ford,"$18,538 ",3078.0,28.92,60892.0,BEV,67327.0,YES
USA,2018,Volkswagen,"$47,691 ",1954.0,25.51,120751.0,BEV,40342.0,yes
Japan,2020,Renault,"$14,832 ",3907.0,26.73,52182.0,PHEV,49473.0,Yes
Canada,2016,Tesla,"$46,112 ",3500.0,12.52,90887.0,PHEV,57941.0,No
China,2022,Tesla,"$12,525 ",1192.0,24.28,69633.0,PHEV,21863.0,YES
Germany,2023,Chevrolet,"$40,979 ",378.0,8.77,62746.0,HEV,6430.0,Yes
Japan,2020,Nissan,"$4,380 ",136.0,17.52,89070.0,HEV,40793.0,No
France,2024,Hyundai,"$47,915 ",2091.0,11.06,119738.0,PHEV,39671.0,No
Netherlands,2015,Chevrolet,"$5,835 ",2999.0,17.43,100544.0,BEV,72257.0,yes
UK,2015,Volkswagen,"$48,645 ",349.0,7.67,139408.0,HEV,23167.0,no
China,2022,Renault,"$36,429 ",1318.0,1.51,99677.0,HEV,48536.0,yes
China,2023,Ford,"$7,401 ",2708.0,10.4,39717.0,BEV,36065.0,No
France,2024,BMW,"$48,748 ",1590.0,28.12,53624.0,HEV,72444.0,Yes
India,2021,Kia,"$11,396 ",961.0,2.01,31807.0,BEV,4101.0,YES
UK,2015,Ford,"$1,917 ",3919.0,16.13,38457.0,PHEV,63251.0,yes
Canada,2019,BYD,"$3,249 ",2615.0,29.66,13019.0,PHEV,2136.0,No
UK,2022,Kia,"$26,725 ",4674.0,26.9,33336.0,PHEV,31166.0,YES
Germany,2019,Renault,"$28,514 ",1381.0,28.23,96844.0,HEV,63831.0,No
China,2016,BMW,"$1,261 ",4370.0,1.65,100846.0,BEV,5071.0,no
USA,2023,Renault,"$12,595 ",4635.0,29.46,44295.0,HEV,48105.0,YES
UK,2022,Kia,"$47,282 ",2595.0,27.58,94582.0,BEV,45665.0,YES
France,2021,Chevrolet,"$40,052 ",1316.0,19.32,95697.0,HEV,40356.0,YES
France,2015,Chevrolet,"$42,684 ",1675.0,10.13,92404.0,BEV,67301.0,YES
China,2019,Hyundai,"$32,658 ",74.0,1.26,39423.0,BEV,31761.0,yes
France,2021,Nissan,"$38,242 ",205.0,4.75,54700.0,PHEV,3435.0,Yes
Germany,2019,Nissan,"$29,236 ",1460.0,16.3,53678.0,HEV,24700.0,No
Germany,2024,Kia,"$38,896 ",451.0,19.6,135006.0,PHEV,48556.0,no
UK,2024,Hyundai,"$2,867 ",4875.0,27.32,53469.0,HEV,71734.0,No
Canada,2017,Kia,"$31,576 ",1554.0,6.49,34491.0,PHEV,40980.0,yes
USA,2024,Nissan,"$2,116 ",1045.0,20.55,56950.0,HEV,26549.0,no
UK,2023,BMW,"$7,325 ",1856.0,17.45,17207.0,PHEV,45808.0,No
India,2019,Nissan,"$25,569 ",1255.0,12.31,35902.0,HEV,54383.0,No
Netherlands,2017,BMW,"$42,270 ",4517.0,7.74,140620.0,PHEV,71461.0,no
India,2019,BYD,"$10,013 ",2754.0,18.44,83914.0,BEV,61922.0,No
Norway,2019,Chevrolet,"$39,900 ",1777.0,23.17,91193.0,PHEV,56272.0,Yes
India,2022,Tesla,"$15,666 ",3501.0,15.7,45142.0,PHEV,63289.0,No
China,2019,Nissan,"$20,860 ",1408.0,26.76,27221.0,BEV,2401.0,No
Germany,2020,BYD,"$26,784 ",1422.0,4.71,66608.0,HEV,51416.0,no
China,2017,Chevrolet,"$40,624 ",4946.0,2.12,120726.0,PHEV,51220.0,no
UK,2018,BMW,"$17,514 ",307.0,26.85,114594.0,HEV,18889.0,No
France,2021,Kia,"$6,156 ",780.0,18.97,12303.0,BEV,78192.0,no
China,2017,Ford,"$37,712 ",1241.0,9.45,102340.0,PHEV,3402.0,Yes
UK,2018,Renault,"$6,142 ",1836.0,26.72,24618.0,PHEV,22061.0,yes
Netherlands,2016,BYD,"$33,391 ",3500.0,15.91,72956.0,PHEV,21215.0,YES
Canada,2022,BYD,"$48,577 ",314.0,1.08,142848.0,PHEV,10443.0,YES
UK,2016,Ford,"$11,975 ",3299.0,26.69,37605.0,PHEV,21553.0,no
UK,2022,BYD,"$17,525 ",4849.0,28.5,65185.0,PHEV,66597.0,Yes
China,2022,Chevrolet,"$33,760 ",1149.0,3.63,52399.0,HEV,36263.0,no
USA,2017,Volkswagen,"$42,461 ",1135.0,9.02,55197.0,PHEV,34914.0,YES
Netherlands,2018,BYD,"$23,314 ",4626.0,19.33,89973.0,BEV,68713.0,no
India,2022,Ford,"$18,387 ",1862.0,10.16,87336.0,HEV,21771.0,no
France,2022,Kia,"$6,589 ",166.0,6.84,78878.0,BEV,2702.0,YES
Netherlands,2022,Tesla,"$34,933 ",4243.0,2.67,119964.0,BEV,21098.0,YES
Canada,2016,Ford,"$45,495 ",2846.0,27.11,84717.0,PHEV,51707.0,no
UK,2022,BMW,"$16,685 ",3635.0,4.06,87723.0,HEV,66879.0,YES
France,2017,Nissan,"$13,439 ",1554.0,5.33,110520.0,PHEV,49787.0,no
germany,2016,Ford,"$23,732 ",2828.0,25.44,120283.0,HEV,63926.0,yes
Canada,2017,Hyundai,"$5,486 ",4767.0,16.32,6721.0,HEV,8993.0,yes
Canada,2024,Ford,"$26,044 ",1240.0,10.01,48352.0,PHEV,66587.0,No
France,2022,Ford,"$27,231 ",1390.0,10.72,36729.0,HEV,46066.0,Yes
USA,2018,Renault,"$36,846 ",2553.0,22.85,124850.0,PHEV,43262.0,YES
China,2016,Tesla,"$39,575 ",3624.0,28.08,95798.0,BEV,5806.0,yes
Canada,2019,Volkswagen,"$11,706 ",1717.0,19.65,86751.0,PHEV,23290.0,No
Norway,2017,Chevrolet,"$19,839 ",2937.0,17.0,23559.0,PHEV,36790.0,no
USA,2017,BMW,"$9,368 ",388.0,2.84,37840.0,PHEV,23442.0,no
Netherlands,2018,Ford,"$24,302 ",4973.0,10.44,61059.0,HEV,37598.0,yes
USA,2024,BYD,"$28,732 ",1516.0,13.75,31671.0,PHEV,32989.0,No
Germany,2017,BYD,"$43,243 ",4205.0,15.77,45620.0,HEV,36523.0,No
China,2023,Hyundai,"$31,307 ",2093.0,14.36,80974.0,HEV,13838.0,yes
Japan,2023,BMW,"$32,565 ",4622.0,20.56,82432.0,BEV,37872.0,YES
USA,2022,Hyundai,"$11,022 ",4566.0,9.84,105895.0,BEV,60355.0,yes
Japan,2018,BMW,"$5,525 ",2122.0,9.21,38046.0,BEV,41392.0,no
India,2022,Tesla,"$11,811 ",859.0,15.9,36117.0,HEV,44827.0,YES
Norway,2016,Volkswagen,"$24,050 ",2049.0,20.4,59128.0,BEV,79359.0,No
UK,2019,BYD,"$27,707 ",3946.0,19.97,80482.0,BEV,19674.0,YES
UK,2023,Nissan,"$12,280 ",149.0,17.12,66274.0,HEV,21402.0,yes
Norway,2019,Volkswagen,"$15,900 ",4646.0,12.14,51011.0,BEV,62065.0,YES
UK,2020,Renault,"$24,442 ",3402.0,7.55,47761.0,HEV,38123.0,no
Norway,2015,Chevrolet,"$18,811 ",2554.0,15.15,89894.0,PHEV,30371.0,no
Japan,2019,Tesla,"$40,183 ",3729.0,11.48,106427.0,HEV,76279.0,No
China,2015,Kia,"$1,642 ",755.0,27.99,69908.0,HEV,64202.0,No
France,2023,Nissan,"$46,446 ",2496.0,28.13,109875.0,PHEV,8992.0,yes
USA,2022,Nissan,"$10,625 ",447.0,19.7,16327.0,HEV,1641.0,yes
Netherlands,2019,Nissan,"$4,375 ",652.0,19.29,73759.0,BEV,17077.0,YES
Germany,2017,Chevrolet,"$22,075 ",742.0,19.71,57080.0,PHEV,11657.0,Yes
France,2015,Kia,"$18,894 ",4767.0,25.81,104549.0,BEV,24670.0,No
Canada,2024,Ford,"$11,451 ",587.0,19.8,43287.0,BEV,12688.0,no
India,2021,Tesla,"$1,058 ",2943.0,3.79,16501.0,HEV,65286.0,No
India,2021,Kia,"$14,262 ",4350.0,17.6,86693.0,HEV,23081.0,No
USA,2018,Tesla,"$26,338 ",2165.0,18.99,56731.0,HEV,47509.0,YES
Germany,2020,Chevrolet,"$42,831 ",1925.0,17.72,73932.0,HEV,15213.0,No
Norway,2024,Ford,"$4,851 ",1557.0,25.88,10306.0,HEV,41459.0,yes
Netherlands,2015,Tesla,"$18,097 ",2150.0,28.61,54788.0,PHEV,18816.0,Yes
Canada,2019,BYD,$840 ,2387.0,10.66,3038.0,BEV,38064.0,yes
Japan,2020,Volkswagen,"$30,748 ",1301.0,20.33,57625.0,HEV,78367.0,yes
Germany,2018,Renault,"$19,971 ",465.0,21.43,79472.0,HEV,1257.0,YES
France,2015,Renault,"$11,805 ",1406.0,21.99,101784.0,PHEV,23839.0,Yes
India,2022,BYD,"$11,318 ",657.0,16.88,107018.0,PHEV,66311.0,YES
Canada,2017,Volkswagen,"$47,176 ",2764.0,21.22,69542.0,BEV,25057.0,yes
France,2019,Renault,"$6,580 ",4599.0,10.63,39522.0,PHEV,18016.0,YES
Japan,2016,Chevrolet,"$24,732 ",3594.0,20.0,86095.0,BEV,31595.0,YES
India,2024,Renault,"$5,946 ",19.0,20.93,73150.0,BEV,47094.0,no
Germany,2017,Tesla,"$33,030 ",451.0,16.02,56091.0,BEV,25849.0,Yes
China,2016,Renault,"$26,102 ",2383.0,2.6,62996.0,PHEV,36701.0,No
Norway,2015,Tesla,"$20,252 ",3703.0,29.46,50392.0,PHEV,22639.0,no
Germany,2019,BYD,"$13,268 ",2587.0,24.33,41900.0,HEV,39585.0,No
China,2016,Ford,"$29,599 ",503.0,12.46,44737.0,PHEV,20067.0,No
Norway,2016,Ford,"$36,998 ",4700.0,4.33,134514.0,PHEV,74624.0,Yes
Canada,2021,Renault,"$41,227 ",635.0,22.08,121262.0,HEV,72698.0,No
USA,2019,Hyundai,"$7,297 ",4868.0,24.74,75848.0,BEV,61796.0,yes
India,2022,Kia,"$48,893 ",4758.0,14.93,90882.0,BEV,29547.0,yes
France,2018,BYD,"$24,067 ",2335.0,5.6,80583.0,PHEV,22149.0,Yes
USA,2015,Tesla,"$24,075 ",2889.0,4.35,102924.0,HEV,15908.0,yes
Canada,2023,Volkswagen,"$18,150 ",3983.0,1.84,56022.0,PHEV,68855.0,Yes
China,2021,Volkswagen,"$10,756 ",3554.0,24.16,56575.0,HEV,62481.0,No
Norway,2020,Chevrolet,"$6,563 ",2208.0,5.13,76661.0,HEV,53350.0,Yes
India,2017,Hyundai,"$5,004 ",1902.0,7.72,87865.0,BEV,24118.0,YES
France,2020,Chevrolet,"$47,274 ",3179.0,5.41,117933.0,HEV,12292.0,yes
Netherlands,2015,Tesla,"$32,734 ",2167.0,18.13,111789.0,PHEV,46037.0,YES
France,2024,Renault,"$18,559 ",3362.0,15.69,113654.0,PHEV,7834.0,no
Japan,2024,Tesla,"$29,039 ",3033.0,9.43,59437.0,HEV,23727.0,no
uk,2023,Renault,"$21,473 ",3517.0,8.03,30003.0,PHEV,76733.0,Yes
India,2019,BYD,"$35,585 ",4843.0,26.49,82183.0,PHEV,60130.0,no
Netherlands,2016,Hyundai,"$44,589 ",2382.0,5.31,137161.0,PHEV,39996.0,yes
Japan,2020,Kia,"$22,005 ",1474.0,3.67,110069.0,PHEV,10250.0,Yes
Japan,2021,Renault,"$43,273 ",1512.0,29.58,74774.0,HEV,21244.0,Yes
India,2016,Chevrolet,"$27,055 ",2807.0,5.33,122571.0,PHEV,14960.0,no
France,2024,Nissan,"$42,751 ",4323.0,22.11,112749.0,BEV,11287.0,YES
China,2015,Volkswagen,"$6,839 ",1055.0,12.96,12320.0,BEV,38227.0,YES
Netherlands,2016,Ford,"$41,301 ",1417.0,20.55,131371.0,BEV,10944.0,yes
China,2017,Kia,"$27,282 ",1759.0,8.73,37390.0,PHEV,65430.0,YES
India,2023,Hyundai,"$7,082 ",4269.0,6.66,94667.0,PHEV,68730.0,no
China,2019,Kia,"$47,152 ",4548.0,16.11,140130.0,BEV,51951.0,No
China,2017,Tesla,"$31,241 ",884.0,1.4,77578.0,BEV,16586.0,no
Netherlands,2022,BMW,"$30,615 ",2430.0,11.08,74908.0,BEV,45180.0,yes
Netherlands,2023,Renault,"$11,882 ",705.0,20.72,40622.0,PHEV,7772.0,Yes
Netherlands,2020,Kia,"$47,233 ",3925.0,29.27,96105.0,BEV,52566.0,yes
China,2015,BMW,"$23,549 ",1475.0,24.05,74104.0,BEV,7570.0,Yes
Netherlands,2021,Hyundai,"$46,354 ",815.0,16.53,99322.0,PHEV,28385.0,yes
Netherlands,2022,BYD,"$26,347 ",443.0,19.42,69494.0,BEV,14806.0,Yes
UK,2017,Volkswagen,"$18,626 ",1352.0,5.28,60979.0,BEV,8202.0,yes
Germany,2015,Ford,"$45,102 ",4827.0,13.23,94911.0,HEV,14341.0,yes
Netherlands,2015,Volkswagen,"$6,839 ",2665.0,4.66,84404.0,BEV,48550.0,Yes
Canada,2023,Nissan Inc,"$22,313 ",4442.0,28.19,45972.0,HEV,13068.0,yes
India,2015,Chevrolet,"$36,794 ",4168.0,20.63,64674.0,PHEV,26847.0,YES
UK,2023,Tesla,"$18,858 ",2937.0,10.55,50465.0,BEV,6044.0,Yes
India,2016,Hyundai,"$45,847 ",4693.0,19.93,136541.0,HEV,24480.0,no
Japan,2021,Nissan,"$32,646 ",4479.0,4.83,120285.0,BEV,25234.0,yes
Norway,2019,Volkswagen,"$27,950 ",2509.0,3.93,48546.0,PHEV,60000.0,YES
India,2021,Chevrolet,"$2,396 ",1099.0,21.11,28564.0,BEV,29419.0,no
India,2023,Kia,$582 ,260.0,7.99,53121.0,PHEV,48803.0,yes
UK,2017,Renault,"$16,000 ",3221.0,20.77,53496.0,HEV,6294.0,Yes
Netherlands,2015,BYD,"$43,501 ",4235.0,17.67,48165.0,HEV,36864.0,no
China,2020,Chevrolet,"$31,798 ",1793.0,15.52,108801.0,HEV,71945.0,No
Norway,2020,Renault,"$30,349 ",3763.0,3.14,60583.0,HEV,1547.0,no
norway,2024,Renault,"$15,159 ",627.0,11.82,66171.0,BEV,49951.0,yes
Japan,2020,Hyundai,"$46,692 ",1317.0,14.0,75168.0,BEV,52973.0,no
Netherlands,2022,BYD,"$16,003 ",3324.0,28.39,33172.0,HEV,19484.0,Yes
France,2021,Chevrolet,"$15,338 ",1389.0,24.55,94611.0,HEV,78707.0,No
Norway,2018,Chevrolet,"$38,576 ",531.0,6.99,118974.0,BEV,3925.0,YES
Canada,2015,Renault,"$20,461 ",2581.0,8.53,106033.0,HEV,34984.0,no
UK,2016,Renault,"$19,950 ",3209.0,21.34,65856.0,PHEV,78666.0,no
UK,2024,Kia,"$8,750 ",3263.0,24.5,108281.0,PHEV,7703.0,yes
China,2017,Ford,"$46,073 ",2612.0,14.13,117039.0,HEV,38621.0,Yes
India,2017,Nissan,"$2,093 ",4089.0,20.59,19034.0,PHEV,79088.0,no
Germany,2022,Ford,"$24,767 ",4787.0,21.82,99741.0,PHEV,31507.0,no
Norway,2016,Kia,"$4,029 ",2302.0,18.0,62807.0,BEV,23632.0,yes
Netherlands,2021,BMW Inc,"$19,173 ",3353.0,21.67,100773.0,BEV,22547.0,Yes
India,2016,Hyundai,"$32,269 ",3885.0,25.43,80800.0,BEV,42227.0,yes
USA,2022,BYD,"$33,074 ",524.0,26.76,62581.0,BEV,49555.0,No
Norway,2020,Chevrolet,"$18,664 ",4910.0,1.08,78721.0,HEV,55895.0,Yes
Norway,2021,BYD,"$48,474 ",3102.0,15.01,134898.0,PHEV,41440.0,No
Netherlands,2017,Nissan,"$46,606 ",2577.0,20.23,136616.0,HEV,15835.0,yes
Germany,2017,Hyundai,"$28,539 ",1523.0,9.17,124817.0,PHEV,58247.0,Yes
Japan,2021,Nissan,"$49,790 ",3735.0,13.77,142897.0,BEV,33611.0,no
India,2015,Hyundai,"$31,762 ",4191.0,12.18,90182.0,HEV,22640.0,No
Norway,2024,Nissan,"$36,973 ",3032.0,19.03,111797.0,BEV,57093.0,yes
Germany,2023,Renault,"$41,542 ",1545.0,5.35,92206.0,HEV,19306.0,Yes
Japan,2018,Hyundai,"$45,662 ",974.0,11.93,92403.0,HEV,58655.0,Yes
Netherlands,2023,BYD,"$3,146 ",2741.0,1.89,40595.0,BEV,54631.0,no
India,2017,Nissan,"$40,467 ",2597.0,1.83,66529.0,PHEV,60123.0,Yes
USA,2019,BYD,"$8,032 ",39.0,9.82,16977.0,HEV,6189.0,Yes
Germany,2020,Kia,"$27,247 ",121.0,1.8,125485.0,HEV,22424.0,no
India,2021,Renault,"$44,075 ",4867.0,23.29,52573.0,HEV,38807.0,yes
japan,2023,BYD,"$25,923 ",2953.0,19.77,68051.0,HEV,60911.0,No
Germany,2016,Renault,"$46,440 ",2715.0,26.78,108402.0,HEV,5342.0,Yes
Japan,2019,Chevrolet,"$44,433 ",1563.0,24.56,141712.0,HEV,55101.0,no
China,2022,BMW,"$45,859 ",1431.0,3.51,100384.0,HEV,26117.0,YES
UK,2022,Ford,"$9,480 ",365.0,25.38,85434.0,BEV,58593.0,yes
Germany,2018,Ford,"$12,890 ",3405.0,12.84,71792.0,BEV,18675.0,YES
Netherlands,2016,BYD,"$9,819 ",4257.0,17.18,50746.0,HEV,39195.0,YES
France,2021,Chevrolet,"$46,104 ",1697.0,17.98,75983.0,HEV,23065.0,YES
UK,2023,Ford,"$21,101 ",2039.0,26.94,28291.0,HEV,25148.0,YES
Japan,2016,Nissan,"$48,926 ",3753.0,19.63,94684.0,HEV,71355.0,YES
Germany,2018,BMW,"$6,419 ",227.0,16.2,43602.0,HEV,55585.0,no
USA,2024,Volkswagen,"$49,253 ",3859.0,10.9,137003.0,BEV,45851.0,No
UK,2018,Tesla,"$13,824 ",3718.0,28.05,27164.0,BEV,17659.0,YES
USA,2016,Tesla,"$15,187 ",156.0,5.03,33422.0,HEV,75215.0,no
Germany,2020,Volkswagen,"$30,572 ",1771.0,18.28,120291.0,HEV,30287.0,Yes
Netherlands,2016,Volkswagen,"$1,923 ",3877.0,28.86,82710.0,HEV,73183.0,no
France,2016,Tesla,"$35,179 ",3711.0,25.52,50943.0,HEV,72982.0,yes
India,2020,Volkswagen,"$49,560 ",2961.0,26.3,100502.0,HEV,9201.0,no
UK,2023,Nissan,"$49,252 ",3108.0,6.35,53068.0,BEV,34094.0,yes
Germany,2022,Tesla,"$5,735 ",933.0,3.67,21282.0,HEV,31908.0,Yes
Germany,2019,BMW,"$9,845 ",2080.0,1.7,44533.0,PHEV,47611.0,Yes
China,2018,Nissan,"$23,356 ",1453.0,27.9,108051.0,PHEV,74756.0,No
Canada,2023,Renault,"$19,176 ",3713.0,7.2,101723.0,PHEV,25714.0,no
Germany,2024,Tesla,"$21,336 ",2269.0,8.79,57637.0,HEV,39380.0,yes
Canada,2022,Volkswagen,"$2,660 ",292.0,19.75,5457.0,PHEV,12171.0,no
France,2019,BMW,"$21,292 ",1940.0,20.7,84886.0,BEV,1047.0,Yes
France,2015,Kia,"$41,264 ",2481.0,19.04,112135.0,BEV,47270.0,No
Netherlands,2024,Tesla,"$43,564 ",249.0,9.72,141436.0,BEV,40051.0,no
Germany,2017,Nissan,"$27,185 ",4257.0,7.69,60566.0,PHEV,27039.0,YES
Germany,2020,BMW,"$14,558 ",2583.0,27.79,15976.0,PHEV,52236.0,Yes
Canada,2015,Volkswagen,"$37,857 ",368.0,23.03,79514.0,HEV,50690.0,no
France,2015,Hyundai,"$44,728 ",4681.0,26.9,95915.0,PHEV,25871.0,YES
India,2017,Tesla,"$33,960 ",4605.0,8.78,68795.0,HEV,67668.0,yes
Netherlands,2017,Renault,"$8,112 ",1251.0,1.72,53219.0,BEV,2615.0,No
Germany,2015,BMW,"$13,351 ",72.0,28.96,47512.0,PHEV,33598.0,YES
